title,category,country,experienceLevel,minSalaryUSD,maxSalaryUSD,medianSalaryUSD
Data Scientist,Data,Nigeria,Mid,14000,25000,19000
Data Scientist,Data,Nigeria,Senior,30000,48000,38000
Product Manager,Product,USA,Entry,75000,105000,90000
Product Manager,Product,USA,Mid,115000,155000,135000
Product Manager,Product,USA,Senior,160000,230000,185000
Product Manager,Product,Canada,Entry,60000,85000,72000
Product Manager,Product,Canada,Mid,90000,125000,108000
Product Manager,Product,Canada,Senior,130000,170000,150000
Product Manager,Product,UK,Entry,42000,62000,52000
Product Manager,Product,UK,Mid,68000,98000,82000
Product Manager,Product,UK,Senior,105000,150000,125000
Product Manager,Product,Germany,Entry,52000,72000,62000
Product Manager,Product,Germany,Mid,78000,105000,90000
Product Manager,Product,Germany,Senior,115000,155000,130000
Product Manager,Product,Netherlands,Entry,48000,68000,58000
Product Manager,Product,Netherlands,Mid,72000,98000,85000
Product Manager,Product,Netherlands,Senior,105000,145000,125000
Product Manager,Product,Switzerland,Entry,95000,125000,110000
Product Manager,Product,Switzerland,Mid,130000,165000,148000
Product Manager,Product,Switzerland,Senior,175000,220000,195000
Product Manager,Product,Saudi Arabia,Entry,24000,36000,30000
Product Manager,Product,Saudi Arabia,Mid,42000,75000,58000
Product Manager,Product,Saudi Arabia,Senior,80000,130000,105000
Product Manager,Product,UAE,Entry,30000,45000,38000
Product Manager,Product,UAE,Mid,55000,90000,72000
Product Manager,Product,UAE,Senior,95000,150000,120000
Product Manager,Product,Qatar,Entry,26000,42000,34000
Product Manager,Product,Qatar,Mid,50000,80000,65000
Product Manager,Product,Qatar,Senior,85000,135000,110000
Product Manager,Product,Egypt,Entry,4000,7500,5500
Product Manager,Product,Egypt,Mid,8500,16000,12000
Product Manager,Product,Egypt,Senior,18000,35000,25000
Product Manager,Product,Syria,Entry,2000,4000,3000
Product Manager,Product,Syria,Mid,4500,8500,6500
Product Manager,Product,Syria,Senior,9000,16000,12500
Product Manager,Product,Palestine,Entry,7000,12000,9500
Product Manager,Product,Palestine,Mid,14000,28000,21000
Product Manager,Product,Palestine,Senior,30000,55000,42000
Product Manager,Product,Jordan,Entry,8000,13000,10500
Product Manager,Product,Jordan,Mid,15000,28000,21000
Product Manager,Product,Jordan,Senior,30000,55000,42000
Product Manager,Product,Morocco,Entry,6000,11000,8500
Product Manager,Product,Morocco,Mid,12000,22000,17000
Product Manager,Product,Morocco,Senior,25000,45000,35000
Product Manager,Product,India,Entry,5500,11000,8000
Product Manager,Product,India,Mid,13000,28000,20000
Product Manager,Product,India,Senior,32000,65000,48000
Product Manager,Product,Pakistan,Entry,4000,8500,6000
Product Manager,Product,Pakistan,Mid,9500,20000,14500
Product Manager,Product,Pakistan,Senior,24000,45000,34000
Product Manager,Product,Singapore,Entry,55000,80000,68000
Product Manager,Product,Singapore,Mid,85000,125000,105000
Product Manager,Product,Singapore,Senior,135000,190000,160000
Product Manager,Product,Japan,Entry,45000,65000,55000
Product Manager,Product,Japan,Mid,70000,95000,82000
Product Manager,Product,Japan,Senior,105000,145000,125000
Product Manager,Product,Australia,Entry,60000,85000,72000
Product Manager,Product,Australia,Mid,90000,135000,112000
Product Manager,Product,Australia,Senior,140000,190000,165000
Product Manager,Product,Brazil,Entry,9000,17000,13000
Product Manager,Product,Brazil,Mid,19000,35000,27000
Product Manager,Product,Brazil,Senior,38000,65000,50000
Product Manager,Product,South Africa,Entry,14000,25000,19500
Product Manager,Product,South Africa,Mid,30000,55000,42000
Product Manager,Product,South Africa,Senior,60000,95000,75000
Product Manager,Product,Nigeria,Entry,5500,10500,8000
Product Manager,Product,Nigeria,Mid,13000,24000,18500
Product Manager,Product,Nigeria,Senior,28000,48000,38000
QA Engineer,Engineering,USA,Entry,60000,85000,70000
QA Engineer,Engineering,USA,Mid,85000,115000,100000
QA Engineer,Engineering,USA,Senior,115000,150000,130000
QA Engineer,Engineering,Canada,Entry,50000,70000,60000
QA Engineer,Engineering,Canada,Mid,70000,95000,82000
QA Engineer,Engineering,Canada,Senior,95000,130000,110000
QA Engineer,Engineering,UK,Entry,32000,45000,38000
QA Engineer,Engineering,UK,Mid,45000,70000,55000
QA Engineer,Engineering,UK,Senior,70000,100000,85000
QA Engineer,Engineering,Germany,Entry,42000,55000,48000
QA Engineer,Engineering,Germany,Mid,55000,78000,65000
QA Engineer,Engineering,Germany,Senior,78000,105000,90000
QA Engineer,Engineering,Netherlands,Entry,38000,52000,45000
QA Engineer,Engineering,Netherlands,Mid,52000,75000,62000
QA Engineer,Engineering,Netherlands,Senior,75000,100000,88000
QA Engineer,Engineering,Switzerland,Entry,80000,105000,92000
QA Engineer,Engineering,Switzerland,Mid,105000,135000,120000
QA Engineer,Engineering,Switzerland,Senior,135000,170000,150000
QA Engineer,Engineering,Saudi Arabia,Entry,15000,25000,20000
QA Engineer,Engineering,Saudi Arabia,Mid,25000,45000,35000
QA Engineer,Engineering,Saudi Arabia,Senior,45000,75000,60000
QA Engineer,Engineering,UAE,Entry,20000,30000,25000
QA Engineer,Engineering,UAE,Mid,30000,55000,42000
QA Engineer,Engineering,UAE,Senior,55000,90000,72000
QA Engineer,Engineering,Qatar,Entry,18000,28000,23000
QA Engineer,Engineering,Qatar,Mid,28000,52000,40000
QA Engineer,Engineering,Qatar,Senior,52000,85000,68000
QA Engineer,Engineering,Egypt,Entry,2500,5000,3500
QA Engineer,Engineering,Egypt,Mid,5000,9000,7000
QA Engineer,Engineering,Egypt,Senior,9000,18000,13500
QA Engineer,Engineering,Syria,Entry,1200,2500,1800
QA Engineer,Engineering,Syria,Mid,2500,4500,3500
QA Engineer,Engineering,Syria,Senior,4500,8000,6000
QA Engineer,Engineering,Palestine,Entry,4500,8000,6000
QA Engineer,Engineering,Palestine,Mid,8000,16000,12000
QA Engineer,Engineering,Palestine,Senior,16000,30000,23000
QA Engineer,Engineering,Jordan,Entry,5000,9000,7000
QA Engineer,Engineering,Jordan,Mid,9000,18000,13500
QA Engineer,Engineering,Jordan,Senior,18000,32000,25000
QA Engineer,Engineering,Morocco,Entry,4000,7500,5500
QA Engineer,Engineering,Morocco,Mid,7500,14000,10500
QA Engineer,Engineering,Morocco,Senior,14000,26000,20000
QA Engineer,Engineering,India,Entry,3500,7000,5000
QA Engineer,Engineering,India,Mid,7000,15000,11000
QA Engineer,Engineering,India,Senior,15000,32000,23000
QA Engineer,Engineering,Pakistan,Entry,2500,5500,4000
QA Engineer,Engineering,Pakistan,Mid,5500,11000,8000
QA Engineer,Engineering,Pakistan,Senior,11000,22000,16000
QA Engineer,Engineering,Singapore,Entry,42000,62000,52000
QA Engineer,Engineering,Singapore,Mid,62000,92000,75000
QA Engineer,Engineering,Singapore,Senior,92000,135000,112000
QA Engineer,Engineering,Japan,Entry,35000,50000,42000
QA Engineer,Engineering,Japan,Mid,50000,75000,62000
QA Engineer,Engineering,Japan,Senior,75000,105000,90000
QA Engineer,Engineering,Australia,Entry,45000,65000,55000
QA Engineer,Engineering,Australia,Mid,65000,95000,80000
QA Engineer,Engineering,Australia,Senior,95000,135000,115000
QA Engineer,Engineering,Brazil,Entry,6000,11000,8500
QA Engineer,Engineering,Brazil,Mid,11000,22000,16000
QA Engineer,Engineering,Brazil,Senior,22000,40000,30000
QA Engineer,Engineering,South Africa,Entry,10000,18000,14000
QA Engineer,Engineering,South Africa,Mid,18000,32000,25000
QA Engineer,Engineering,South Africa,Senior,32000,55000,42000
QA Engineer,Engineering,Nigeria,Entry,3500,6500,5000
QA Engineer,Engineering,Nigeria,Mid,6500,12000,9000
QA Engineer,Engineering,Nigeria,Senior,12000,24000,18000
Cybersecurity Engineer,Security,USA,Entry,75000,100000,88000
Cybersecurity Engineer,Security,USA,Mid,105000,145000,125000
Cybersecurity Engineer,Security,USA,Senior,150000,200000,175000
Cybersecurity Engineer,Security,Canada,Entry,60000,80000,70000
Cybersecurity Engineer,Security,Canada,Mid,85000,115000,100000
Cybersecurity Engineer,Security,Canada,Senior,120000,160000,140000
Cybersecurity Engineer,Security,UK,Entry,40000,55000,48000
Cybersecurity Engineer,Security,UK,Mid,60000,85000,72000
Cybersecurity Engineer,Security,UK,Senior,90000,130000,110000
Cybersecurity Engineer,Security,Germany,Entry,50000,65000,58000
Cybersecurity Engineer,Security,Germany,Mid,70000,95000,82000
Cybersecurity Engineer,Security,Germany,Senior,100000,140000,120000
Cybersecurity Engineer,Security,Netherlands,Entry,45000,60000,52000
Cybersecurity Engineer,Security,Netherlands,Mid,65000,90000,78000
Cybersecurity Engineer,Security,Netherlands,Senior,95000,130000,112000
Cybersecurity Engineer,Security,Switzerland,Entry,95000,120000,108000
Cybersecurity Engineer,Security,Switzerland,Mid,125000,155000,140000
Cybersecurity Engineer,Security,Switzerland,Senior,160000,200000,180000
Cybersecurity Engineer,Security,Saudi Arabia,Entry,22000,32000,27000
Cybersecurity Engineer,Security,Saudi Arabia,Mid,38000,65000,52000
Cybersecurity Engineer,Security,Saudi Arabia,Senior,70000,110000,90000
Cybersecurity Engineer,Security,UAE,Entry,28000,38000,33000
Cybersecurity Engineer,Security,UAE,Mid,45000,75000,60000
Cybersecurity Engineer,Security,UAE,Senior,80000,130000,105000
Cybersecurity Engineer,Security,Qatar,Entry,25000,35000,30000
Cybersecurity Engineer,Security,Qatar,Mid,42000,70000,56000
Cybersecurity Engineer,Security,Qatar,Senior,75000,120000,98000
Cybersecurity Engineer,Security,Egypt,Entry,4000,7500,5800
Cybersecurity Engineer,Security,Egypt,Mid,8000,15000,11500
Cybersecurity Engineer,Security,Egypt,Senior,16000,30000,23000
Cybersecurity Engineer,Security,Syria,Entry,2000,4000,3000
Cybersecurity Engineer,Security,Syria,Mid,4500,8000,6200
Cybersecurity Engineer,Security,Syria,Senior,8500,15000,11800
Cybersecurity Engineer,Security,Palestine,Entry,6500,11000,8800
Cybersecurity Engineer,Security,Palestine,Mid,12000,24000,18000
Cybersecurity Engineer,Security,Palestine,Senior,26000,48000,37000
Cybersecurity Engineer,Security,Jordan,Entry,7500,12000,9800
Cybersecurity Engineer,Security,Jordan,Mid,13000,25000,19000
Cybersecurity Engineer,Security,Jordan,Senior,28000,48000,38000
Cybersecurity Engineer,Security,Morocco,Entry,6000,10000,8000
Cybersecurity Engineer,Security,Morocco,Mid,11000,20000,15500
Cybersecurity Engineer,Security,Morocco,Senior,22000,38000,30000
Cybersecurity Engineer,Security,India,Entry,5000,10000,7500
Cybersecurity Engineer,Security,India,Mid,12000,24000,18000
Cybersecurity Engineer,Security,India,Senior,26000,50000,38000
Cybersecurity Engineer,Security,Pakistan,Entry,4000,8000,6000
Cybersecurity Engineer,Security,Pakistan,Mid,9000,18000,13500
Cybersecurity Engineer,Security,Pakistan,Senior,20000,38000,29000
Cybersecurity Engineer,Security,Singapore,Entry,55000,75000,65000
Cybersecurity Engineer,Security,Singapore,Mid,80000,115000,98000
Cybersecurity Engineer,Security,Singapore,Senior,120000,165000,142000
Cybersecurity Engineer,Security,Japan,Entry,45000,60000,52000
Cybersecurity Engineer,Security,Japan,Mid,65000,90000,78000
Cybersecurity Engineer,Security,Japan,Senior,95000,135000,115000
Cybersecurity Engineer,Security,Australia,Entry,60000,80000,70000
Cybersecurity Engineer,Security,Australia,Mid,85000,120000,102000
Cybersecurity Engineer,Security,Australia,Senior,125000,170000,148000
Cybersecurity Engineer,Security,Brazil,Entry,8500,15000,11800
Cybersecurity Engineer,Security,Brazil,Mid,17000,30000,23500
Cybersecurity Engineer,Security,Brazil,Senior,32000,55000,43500
Cybersecurity Engineer,Security,South Africa,Entry,13000,22000,17500
Cybersecurity Engineer,Security,South Africa,Mid,25000,42000,33500
Cybersecurity Engineer,Security,South Africa,Senior,45000,75000,60000
Cybersecurity Engineer,Security,Nigeria,Entry,4500,9000,6800
Cybersecurity Engineer,Security,Nigeria,Mid,10000,18000,14000
Cybersecurity Engineer,Security,Nigeria,Senior,20000,35000,27500
Machine Learning Engineer,AI/ML,USA,Entry,90000,125000,107500
Machine Learning Engineer,AI/ML,USA,Mid,130000,175000,152500
Machine Learning Engineer,AI/ML,USA,Senior,175000,240000,207500
Machine Learning Engineer,AI/ML,Canada,Entry,75000,100000,87500
Machine Learning Engineer,AI/ML,Canada,Mid,105000,140000,122500
Machine Learning Engineer,AI/ML,Canada,Senior,140000,190000,165000
Machine Learning Engineer,AI/ML,UK,Entry,50000,70000,60000
Machine Learning Engineer,AI/ML,UK,Mid,75000,110000,92500
Machine Learning Engineer,AI/ML,UK,Senior,110000,160000,135000
Machine Learning Engineer,AI/ML,Germany,Entry,60000,80000,70000
Machine Learning Engineer,AI/ML,Germany,Mid,85000,115000,100000
Machine Learning Engineer,AI/ML,Germany,Senior,120000,160000,140000
Machine Learning Engineer,AI/ML,Netherlands,Entry,55000,75000,65000
Machine Learning Engineer,AI/ML,Netherlands,Mid,80000,110000,95000
Machine Learning Engineer,AI/ML,Netherlands,Senior,115000,150000,132500
Machine Learning Engineer,AI/ML,Switzerland,Entry,105000,140000,122500
Machine Learning Engineer,AI/ML,Switzerland,Mid,145000,180000,162500
Machine Learning Engineer,AI/ML,Switzerland,Senior,185000,230000,207500
Machine Learning Engineer,AI/ML,Saudi Arabia,Entry,28000,40000,34000
Machine Learning Engineer,AI/ML,Saudi Arabia,Mid,45000,80000,62500
Machine Learning Engineer,AI/ML,Saudi Arabia,Senior,85000,130000,107500
Machine Learning Engineer,AI/ML,UAE,Entry,35000,48000,41500
Machine Learning Engineer,AI/ML,UAE,Mid,55000,90000,72500
Machine Learning Engineer,AI/ML,UAE,Senior,95000,150000,122500
Machine Learning Engineer,AI/ML,Qatar,Entry,30000,45000,37500
Machine Learning Engineer,AI/ML,Qatar,Mid,50000,85000,67500
Machine Learning Engineer,AI/ML,Qatar,Senior,90000,140000,115000
Machine Learning Engineer,AI/ML,Egypt,Entry,5000,9000,7000
Machine Learning Engineer,AI/ML,Egypt,Mid,10000,18000,14000
Machine Learning Engineer,AI/ML,Egypt,Senior,20000,38000,29000
Machine Learning Engineer,AI/ML,Syria,Entry,3000,5000,4000
Machine Learning Engineer,AI/ML,Syria,Mid,5500,10000,7750
Machine Learning Engineer,AI/ML,Syria,Senior,10500,18000,14250
Machine Learning Engineer,AI/ML,Palestine,Entry,8000,14000,11000
Machine Learning Engineer,AI/ML,Palestine,Mid,16000,32000,24000
Machine Learning Engineer,AI/ML,Palestine,Senior,32000,62000,47000
Machine Learning Engineer,AI/ML,Jordan,Entry,9000,15000,12000
Machine Learning Engineer,AI/ML,Jordan,Mid,16000,30000,23000
Machine Learning Engineer,AI/ML,Jordan,Senior,32000,55000,43500
Machine Learning Engineer,AI/ML,Morocco,Entry,7000,12000,9500
Machine Learning Engineer,AI/ML,Morocco,Mid,14000,25000,19500
Machine Learning Engineer,AI/ML,Morocco,Senior,28000,48000,38000
Machine Learning Engineer,AI/ML,India,Entry,7000,14000,10500
Machine Learning Engineer,AI/ML,India,Mid,16000,32000,24000
Machine Learning Engineer,AI/ML,India,Senior,35000,68000,51500
Machine Learning Engineer,AI/ML,Pakistan,Entry,5000,10000,7500
Machine Learning Engineer,AI/ML,Pakistan,Mid,11000,24000,17500
Machine Learning Engineer,AI/ML,Pakistan,Senior,28000,50000,39000
Machine Learning Engineer,AI/ML,Singapore,Entry,65000,90000,77500
Machine Learning Engineer,AI/ML,Singapore,Mid,95000,135000,115000
Machine Learning Engineer,AI/ML,Singapore,Senior,145000,195000,170000
Machine Learning Engineer,AI/ML,Japan,Entry,55000,75000,65000
Machine Learning Engineer,AI/ML,Japan,Mid,80000,105000,92500
Machine Learning Engineer,AI/ML,Japan,Senior,110000,155000,132500
Machine Learning Engineer,AI/ML,Australia,Entry,70000,95000,82500
Machine Learning Engineer,AI/ML,Australia,Mid,100000,140000,120000
Machine Learning Engineer,AI/ML,Australia,Senior,145000,195000,170000
Machine Learning Engineer,AI/ML,Brazil,Entry,11000,20000,15500
Machine Learning Engineer,AI/ML,Brazil,Mid,22000,40000,31000
Machine Learning Engineer,AI/ML,Brazil,Senior,42000,72000,57000
Machine Learning Engineer,AI/ML,South Africa,Entry,16000,28000,22000
Machine Learning Engineer,AI/ML,South Africa,Mid,32000,60000,46000
Machine Learning Engineer,AI/ML,South Africa,Senior,65000,100000,82500
Machine Learning Engineer,AI/ML,Nigeria,Entry,6500,12000,9250
Machine Learning Engineer,AI/ML,Nigeria,Mid,15000,28000,21500
Machine Learning Engineer,AI/ML,Nigeria,Senior,32000,55000,43500
Cloud Architect,Engineering,USA,Entry,95000,130000,112000
Cloud Architect,Engineering,USA,Mid,140000,185000,162000
Cloud Architect,Engineering,USA,Senior,180000,250000,215000
Cloud Architect,Engineering,Canada,Entry,80000,105000,92000
Cloud Architect,Engineering,Canada,Mid,115000,150000,132000
Cloud Architect,Engineering,Canada,Senior,155000,200000,175000
Cloud Architect,Engineering,UK,Entry,55000,75000,65000
Cloud Architect,Engineering,UK,Mid,85000,120000,102000
Cloud Architect,Engineering,UK,Senior,125000,175000,150000
Cloud Architect,Engineering,Germany,Entry,65000,85000,75000
Cloud Architect,Engineering,Germany,Mid,90000,120000,105000
Cloud Architect,Engineering,Germany,Senior,130000,170000,150000
Cloud Architect,Engineering,Netherlands,Entry,60000,80000,70000
Cloud Architect,Engineering,Netherlands,Mid,85000,115000,100000
Cloud Architect,Engineering,Netherlands,Senior,120000,160000,140000
Cloud Architect,Engineering,Switzerland,Entry,110000,145000,127000
Cloud Architect,Engineering,Switzerland,Mid,150000,190000,170000
Cloud Architect,Engineering,Switzerland,Senior,195000,245000,220000
Cloud Architect,Engineering,Saudi Arabia,Entry,30000,45000,37000
Cloud Architect,Engineering,Saudi Arabia,Mid,50000,85000,67000
Cloud Architect,Engineering,Saudi Arabia,Senior,95000,145000,120000
Cloud Architect,Engineering,UAE,Entry,38000,52000,45000
Cloud Architect,Engineering,UAE,Mid,60000,100000,80000
Cloud Architect,Engineering,UAE,Senior,110000,165000,135000
Cloud Architect,Engineering,Qatar,Entry,32000,48000,40000
Cloud Architect,Engineering,Qatar,Mid,55000,90000,72000
Cloud Architect,Engineering,Qatar,Senior,100000,155000,127000
Cloud Architect,Engineering,Egypt,Entry,5500,10000,7700
Cloud Architect,Engineering,Egypt,Mid,12000,20000,16000
Cloud Architect,Engineering,Egypt,Senior,22000,45000,32000
Cloud Architect,Engineering,Syria,Entry,3500,6000,4700
Cloud Architect,Engineering,Syria,Mid,6500,11000,8700
Cloud Architect,Engineering,Syria,Senior,12000,20000,16000
Cloud Architect,Engineering,Palestine,Entry,9000,15000,12000
Cloud Architect,Engineering,Palestine,Mid,18000,35000,26000
Cloud Architect,Engineering,Palestine,Senior,35000,70000,52000
Cloud Architect,Engineering,Jordan,Entry,10000,16000,13000
Cloud Architect,Engineering,Jordan,Mid,18000,32000,25000
Cloud Architect,Engineering,Jordan,Senior,35000,60000,47000
Cloud Architect,Engineering,Morocco,Entry,8000,14000,11000
Cloud Architect,Engineering,Morocco,Mid,16000,28000,22000
Cloud Architect,Engineering,Morocco,Senior,32000,55000,43000
Cloud Architect,Engineering,India,Entry,8000,15000,11500
Cloud Architect,Engineering,India,Mid,18000,35000,26500
Cloud Architect,Engineering,India,Senior,40000,75000,57000
Cloud Architect,Engineering,Pakistan,Entry,5500,11000,8200
Cloud Architect,Engineering,Pakistan,Mid,12000,26000,19000
Cloud Architect,Engineering,Pakistan,Senior,30000,55000,42000
Cloud Architect,Engineering,Singapore,Entry,70000,95000,82000
Cloud Architect,Engineering,Singapore,Mid,100000,145000,122000
Cloud Architect,Engineering,Singapore,Senior,155000,210000,182000
Cloud Architect,Engineering,Japan,Entry,60000,80000,70000
Cloud Architect,Engineering,Japan,Mid,85000,115000,100000
Cloud Architect,Engineering,Japan,Senior,120000,165000,142000
Cloud Architect,Engineering,Australia,Entry,75000,100000,87000
Cloud Architect,Engineering,Australia,Mid,110000,150000,130000
Cloud Architect,Engineering,Australia,Senior,160000,210000,185000
Cloud Architect,Engineering,Brazil,Entry,12000,22000,17000
Cloud Architect,Engineering,Brazil,Mid,25000,45000,35000
Cloud Architect,Engineering,Brazil,Senior,48000,80000,64000
Cloud Architect,Engineering,South Africa,Entry,18000,30000,24000
Cloud Architect,Engineering,South Africa,Mid,35000,65000,50000
Cloud Architect,Engineering,South Africa,Senior,75000,115000,95000
Cloud Architect,Engineering,Nigeria,Entry,7500,14000,10700
Cloud Architect,Engineering,Nigeria,Mid,18000,32000,25000
Cloud Architect,Engineering,Nigeria,Senior,35000,65000,50000
System Administrator,Infrastructure,USA,Entry,55000,78000,68000
System Administrator,Infrastructure,USA,Mid,80000,115000,100000
System Administrator,Infrastructure,USA,Senior,115000,155000,135000
System Administrator,Infrastructure,Canada,Entry,48000,65000,58000
System Administrator,Infrastructure,Canada,Mid,70000,95000,82000
System Administrator,Infrastructure,Canada,Senior,95000,135000,115000
System Administrator,Infrastructure,UK,Entry,30000,45000,38000
System Administrator,Infrastructure,UK,Mid,48000,72000,60000
System Administrator,Infrastructure,UK,Senior,75000,110000,92000
System Administrator,Infrastructure,Germany,Entry,42000,58000,50000
System Administrator,Infrastructure,Germany,Mid,60000,82000,72000
System Administrator,Infrastructure,Germany,Senior,85000,115000,100000
System Administrator,Infrastructure,Netherlands,Entry,38000,52000,45000
System Administrator,Infrastructure,Netherlands,Mid,55000,78000,68000
System Administrator,Infrastructure,Netherlands,Senior,80000,110000,95000
System Administrator,Infrastructure,Switzerland,Entry,85000,105000,95000
System Administrator,Infrastructure,Switzerland,Mid,110000,135000,122000
System Administrator,Infrastructure,Switzerland,Senior,140000,175000,155000
System Administrator,Infrastructure,Saudi Arabia,Entry,14000,24000,19000
System Administrator,Infrastructure,Saudi Arabia,Mid,28000,52000,40000
System Administrator,Infrastructure,Saudi Arabia,Senior,55000,90000,72000
System Administrator,Infrastructure,UAE,Entry,18000,28000,23000
System Administrator,Infrastructure,UAE,Mid,32000,58000,45000
System Administrator,Infrastructure,UAE,Senior,65000,100000,82000
System Administrator,Infrastructure,Qatar,Entry,16000,26000,21000
System Administrator,Infrastructure,Qatar,Mid,30000,55000,42000
System Administrator,Infrastructure,Qatar,Senior,60000,95000,78000
System Administrator,Infrastructure,Egypt,Entry,2000,4500,3200
System Administrator,Infrastructure,Egypt,Mid,5000,11000,8000
System Administrator,Infrastructure,Egypt,Senior,12000,22000,17000
System Administrator,Infrastructure,Syria,Entry,1000,2200,1600
System Administrator,Infrastructure,Syria,Mid,2500,4500,3500
System Administrator,Infrastructure,Syria,Senior,5000,9500,7200
System Administrator,Infrastructure,Palestine,Entry,4500,8500,6500
System Administrator,Infrastructure,Palestine,Mid,9000,18000,13500
System Administrator,Infrastructure,Palestine,Senior,20000,38000,28000
System Administrator,Infrastructure,Jordan,Entry,5000,9500,7500
System Administrator,Infrastructure,Jordan,Mid,10000,19000,14500
System Administrator,Infrastructure,Jordan,Senior,22000,38000,30000
System Administrator,Infrastructure,Morocco,Entry,4500,8000,6200
System Administrator,Infrastructure,Morocco,Mid,9000,16000,12500
System Administrator,Infrastructure,Morocco,Senior,18000,32000,25000
System Administrator,Infrastructure,India,Entry,3500,7500,5500
System Administrator,Infrastructure,India,Mid,8500,18000,13000
System Administrator,Infrastructure,India,Senior,20000,40000,30000
System Administrator,Infrastructure,Pakistan,Entry,3000,6500,4800
System Administrator,Infrastructure,Pakistan,Mid,7000,14000,10500
System Administrator,Infrastructure,Pakistan,Senior,16000,30000,23000
System Administrator,Infrastructure,Singapore,Entry,45000,65000,55000
System Administrator,Infrastructure,Singapore,Mid,68000,95000,82000
System Administrator,Infrastructure,Singapore,Senior,100000,145000,125000
System Administrator,Infrastructure,Japan,Entry,38000,55000,45000
System Administrator,Infrastructure,Japan,Mid,58000,82000,70000
System Administrator,Infrastructure,Japan,Senior,85000,115000,100000
System Administrator,Infrastructure,Australia,Entry,50000,72000,62000
System Administrator,Infrastructure,Australia,Mid,75000,105000,90000
System Administrator,Infrastructure,Australia,Senior,110000,150000,130000
System Administrator,Infrastructure,Brazil,Entry,7000,13000,10000
System Administrator,Infrastructure,Brazil,Mid,15000,28000,21000
System Administrator,Infrastructure,Brazil,Senior,30000,52000,41000
System Administrator,Infrastructure,South Africa,Entry,11000,19000,15000
System Administrator,Infrastructure,South Africa,Mid,22000,40000,31000
System Administrator,Infrastructure,South Africa,Senior,45000,75000,60000
System Administrator,Infrastructure,Nigeria,Entry,3800,7200,5500
System Administrator,Infrastructure,Nigeria,Mid,8500,16000,12200
System Administrator,Infrastructure,Nigeria,Senior,18000,32000,25000
Business Analyst,Product/Data,USA,Entry,65000,88000,76000
Business Analyst,Product/Data,USA,Mid,92000,125000,110000
Business Analyst,Product/Data,USA,Senior,130000,180000,155000
Business Analyst,Product/Data,Canada,Entry,55000,75000,65000
Business Analyst,Product/Data,Canada,Mid,80000,105000,92000
Business Analyst,Product/Data,Canada,Senior,110000,145000,128000
Business Analyst,Product/Data,UK,Entry,35000,50000,42000
Business Analyst,Product/Data,UK,Mid,55000,80000,68000
Business Analyst,Product/Data,UK,Senior,85000,120000,105000
Business Analyst,Product/Data,Germany,Entry,45000,62000,53000
Business Analyst,Product/Data,Germany,Mid,65000,88000,78000
Business Analyst,Product/Data,Germany,Senior,92000,125000,110000
Business Analyst,Product/Data,Netherlands,Entry,42000,58000,50000
Business Analyst,Product/Data,Netherlands,Mid,62000,85000,74000
Business Analyst,Product/Data,Netherlands,Senior,88000,120000,105000
Business Analyst,Product/Data,Switzerland,Entry,88000,115000,102000
Business Analyst,Product/Data,Switzerland,Mid,120000,145000,132000
Business Analyst,Product/Data,Switzerland,Senior,150000,190000,170000
Business Analyst,Product/Data,Saudi Arabia,Entry,18000,30000,24000
Business Analyst,Product/Data,Saudi Arabia,Mid,35000,65000,50000
Business Analyst,Product/Data,Saudi Arabia,Senior,70000,115000,92000
Business Analyst,Product/Data,UAE,Entry,22000,35000,28000
Business Analyst,Product/Data,UAE,Mid,45000,78000,62000
Business Analyst,Product/Data,UAE,Senior,85000,135000,110000
Business Analyst,Product/Data,Qatar,Entry,20000,32000,26000
Business Analyst,Product/Data,Qatar,Mid,42000,72000,58000
Business Analyst,Product/Data,Qatar,Senior,78000,125000,102000
Business Analyst,Product/Data,Egypt,Entry,3000,6500,4800
Business Analyst,Product/Data,Egypt,Mid,7500,14000,10800
Business Analyst,Product/Data,Egypt,Senior,16000,30000,23000
Business Analyst,Product/Data,Syria,Entry,1500,3500,2500
Business Analyst,Product/Data,Syria,Mid,4000,7500,5800
Business Analyst,Product/Data,Syria,Senior,8500,15000,11800
Business Analyst,Product/Data,Palestine,Entry,6000,11000,8500
Business Analyst,Product/Data,Palestine,Mid,12500,25000,18500
Business Analyst,Product/Data,Palestine,Senior,26000,48000,37000
Business Analyst,Product/Data,Jordan,Entry,7000,12000,9500
Business Analyst,Product/Data,Jordan,Mid,13500,24000,18800
Business Analyst,Product/Data,Jordan,Senior,26000,45000,35500
Business Analyst,Product/Data,Morocco,Entry,5500,10000,7800
Business Analyst,Product/Data,Morocco,Mid,11000,20000,15500
Business Analyst,Product/Data,Morocco,Senior,22000,40000,31000
Business Analyst,Product/Data,India,Entry,4500,9000,6800
Business Analyst,Product/Data,India,Mid,11000,22000,16500
Business Analyst,Product/Data,India,Senior,26000,50000,38000
Business Analyst,Product/Data,Pakistan,Entry,3500,7500,5500
Business Analyst,Product/Data,Pakistan,Mid,9000,18000,13500
Business Analyst,Product/Data,Pakistan,Senior,20000,38000,29000
Business Analyst,Product/Data,Singapore,Entry,50000,70000,60000
Business Analyst,Product/Data,Singapore,Mid,78000,110000,94000
Business Analyst,Product/Data,Singapore,Senior,120000,165000,142000
Business Analyst,Product/Data,Japan,Entry,42000,62000,52000
Business Analyst,Product/Data,Japan,Mid,65000,88000,76000
